FAMILIES, ORIGINAL NAMES,PLANT HABIT,POLLEN HABIT,PROPOSED NAMES,HABIT
FAGACEAE,Nothofagus,T,A,Nothofagus,deciduous or evergreen trees
FAGACEAE,Quercus,T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus (2 ou 3 espèces dont Q. mirbeckii),T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus (dont Q. Ilex et Q. Mirbeckii),T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus (dt Q. Ilex et Q. Mirbeckii),T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus caducifolié,T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus sp.,T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus undiff.,T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus-type,T,A,Quercus,deciduous or evergreen trees
FAGACEAE,Quercus calliprinos-type,T,A,Quercus calliprinos-type,tree
FAGACEAE,Quercus ilex,T,A,Quercus ilex-type,evergreen tree 10-20 m tall
FAGACEAE,Quercus ilex type,T,A,Quercus ilex-type,evergreen tree 10-20 m tall
FAGACEAE,Quercus ilex-Typ,T,A,Quercus ilex-type,evergreen tree 10-20 m tall
FAGACEAE,Quercus ilex-type,T,A,Quercus ilex-type,evergreen tree 10-20 m tall
FAGACEAE,Quercus t.ilex,T,A,Quercus ilex-type,evergreen tree 10-20 m tall
FAGACEAE,Quercus pub.-Typ,T,A,Quercus pubescens-type,deciduous tree
FAGACEAE,Quercus pubescens-type,T,A,Quercus pubescens-type,deciduous tree
FAGACEAE,Quercus suber,ST,A,Quercus suber-type,evergreen tree up to 10-15 m high
FAGACEAE,Quercus suber-type,ST,A,Quercus suber-type,evergreen tree up to 10-15 m high
FAGACEAE,Quercus t.suber,ST,A,Quercus suber-type,evergreen tree up to 10-15 m high
FLACOURTIACEAE,Aphloia theiformis,T(S),A,Aphloia theiformis,"shrub or generally a slender tree, up to 20 m tall"
FLACOURTIACEAE,Aphloia-type theiformis,T(S),A,Aphloia theiformis,"shrub or generally a slender tree, up to 20 m tall"
FLACOURTIACEAE,type Aphloia,T(S),A,Aphloia theiformis,"shrub or generally a slender tree, up to 20 m tall"
FLACOURTIACEAE,Caloncoba,ST,A,Caloncoba-type,shrubs or trees
FLACOURTIACEAE,Casearia,T(S),A,Casearia,"shrubs or mostly trees, sometimes up to 40 m tall"
FLACOURTIACEAE,Cf Casearia,T(S),A,Casearia,"shrubs or mostly trees, sometimes up to 40 m tall"
FLACOURTIACEAE,Cf Dovyalis,ST,A,Dovyalis,"shrubs or trees, sometimes spiny"
FLACOURTIACEAE,Flacourtia,ST,A,Flacourtia,"shrubs or trees, sometimes spiny"
FLACOURTIACEAE,type Flacourtia,ST,A,Flacourtia,"shrubs or trees, sometimes spiny"
FLACOURTIACEAE,Flacourtiaceae,ST,A,Flacourtiaceae undiff.,trees and shrubs
FLACOURTIACEAE,Flacourtiaceae (?),ST,A,Flacourtiaceae undiff.,trees and shrubs
FLACOURTIACEAE,Flacourtiaceae (cf),ST,A,Flacourtiaceae undiff.,trees and shrubs
FLACOURTIACEAE,Homalium,ST,A,Homalium ,trees or shrubs
FLACOURTIACEAE,Kiggelaria,ST,A,Kiggelaria africana,evergreen shrub or tree up to 13 m tall
FLACOURTIACEAE,Kiggelaria africana,ST,A,Kiggelaria africana,evergreen shrub or tree up to 13 m tall
FLACOURTIACEAE,Oncoba-type,ST,A,Oncoba,"shrubs or trees, often spiny"
FLACOURTIACEAE,Cf Rawsonia,ST,A,Rawsonia,evergreen shrubs or trees
FLACOURTIACEAE,Scottelia chevalieri,T,A,Scottelia klaineana-type,"tree, to 45 m high"
FLAGELLARIACEAE,Flagellaria,L,L,Flagellaria,scandent lianes
FLAGELLARIACEAE,Flagellaria guineensis,L,L,Flagellaria guineensis-type,scandent climber up to 5 (-10) m high
FLAGELLARIACEAE,Flagellaria guineensis-type,L,L,Flagellaria guineensis-type,scandent climber up to 5 (-10) m high
FLAGELLARIACEAE,Flagellaria indica-type,L,L,Flagellaria indica-type,perennial climber to 5 m high
